geography,estimate,moe
County 3812,73812,1712
County 3813,73813,1713
County 3814,73814,1714
County 3815,73815,1715
County 3816,73816,1716
County 3817,73817,1717
County 3818,73818,1718
County 3819,73819,1719
County 3820,73820,1720
County 3821,73821,1721
County 3822,73822,1722
County 3823,73823,1723
County 3824,73824,1724
County 3825,73825,1725
County 3826,73826,1726
County 3827,73827,1727
County 3828,73828,1728
County 3829,73829,1729
County 3830,73830,1730
County 3831,73831,1731
County 3832,73832,1732
County 3833,73833,1733
County 3834,73834,1734
County 3835,73835,1735
County 3836,73836,1736
County 3837,73837,1737
County 3838,73838,1738
County 3839,73839,1739
County 3840,73840,1740
County 3841,73841,1741
County 3842,73842,1742
County 3843,73843,1743
County 3844,73844,1744
County 3845,73845,1745
County 3846,73846,1746
County 3847,73847,1747
County 3848,73848,1748
County 3849,73849,1749
County 3850,73850,1750
County 3851,73851,1751
County 3852,73852,1752
County 3853,73853,1753
County 3854,73854,1754
County 3855,73855,1755
County 3856,73856,1756
County 3857,73857,1757
County 3858,73858,1758
County 3859,73859,1759
County 3860,73860,1760
County 3861,73861,1761
County 3862,73862,1762
County 3863,73863,1763
County 3864,73864,1764
County 3865,73865,1765
County 3866,73866,1766
County 3867,73867,1767
County 3868,73868,1768
County 3869,73869,1769
County 3870,73870,1770
County 3871,73871,1771
County 3872,73872,1772
County 3873,73873,1773
County 3874,73874,1774
County 3875,73875,1775
County 3876,73876,1776
County 3877,73877,1777
County 3878,73878,1778
County 3879,73879,1779
County 3880,73880,1780
County 3881,73881,1781
County 3882,73882,1782
County 3883,73883,1783
County 3884,73884,1784
County 3885,73885,1785
County 3886,73886,1786
County 3887,73887,1787
County 3888,73888,1788
County 3889,73889,1789
County 3890,73890,1790
County 3891,73891,1791
County 3892,73892,1792
County 3893,73893,1793
County 3894,73894,1794
County 3895,73895,1795
County 3896,73896,1796
County 3897,73897,1797
County 3898,73898,1798
County 3899,73899,1799
County 3900,73900,1800
County 3901,73901,1801
County 3902,73902,1802
County 3903,73903,1803
County 3904,73904,1804
County 3905,73905,1805
County 3906,73906,1806
County 3907,73907,1807
County 3908,73908,1808
County 3909,73909,1809
County 3910,73910,1810
County 3911,73911,1811
County 3912,73912,1812
County 3913,73913,1813
County 3914,73914,1814
County 3915,73915,1815
County 3916,73916,1816
County 3917,73917,1817
County 3918,73918,1818
County 3919,73919,1819
County 3920,73920,1820
County 3921,73921,1821
County 3922,73922,1822
County 3923,73923,1823
County 3924,73924,1824
County 3925,73925,1825
County 3926,73926,1826
County 3927,73927,1827
County 3928,73928,1828
County 3929,73929,1829
County 3930,73930,1830
County 3931,73931,1831
County 3932,73932,1832
County 3933,73933,1833
County 3934,73934,1834
County 3935,73935,1835
County 3936,73936,1836
County 3937,73937,1837
County 3938,73938,1838
County 3939,73939,1839
County 3940,73940,1840
County 3941,73941,1841
County 3942,73942,1842
County 3943,73943,1843
County 3944,73944,1844
County 3945,73945,1845
County 3946,73946,1846
County 3947,73947,1847
County 3948,73948,1848
County 3949,73949,1849
County 3950,73950,1850
County 3951,73951,1851
County 3952,73952,1852
County 3953,73953,1853
County 3954,73954,1854
County 3955,73955,1855
County 3956,73956,1856
County 3957,73957,1857
County 3958,73958,1858
County 3959,73959,1859
County 3960,73960,1860
County 3961,73961,1861
County 3962,73962,1862
County 3963,73963,1863
County 3964,73964,1864
County 3965,73965,1865
County 3966,73966,1866
County 3967,73967,1867
County 3968,73968,1868
County 3969,73969,1869
County 3970,73970,1870
County 3971,73971,1871
County 3972,73972,1872
County 3973,73973,1873
County 3974,73974,1874
County 3975,73975,1875
County 3976,73976,1876
County 3977,73977,1877
County 3978,73978,1878
County 3979,73979,1879
County 3980,73980,1880
County 3981,73981,1881
County 3982,73982,1882
County 3983,73983,1883
County 3984,73984,1884
County 3985,73985,1885
County 3986,73986,1886
County 3987,73987,1887
County 3988,73988,1888
County 3989,73989,1889
County 3990,73990,1890
County 3991,73991,1891
County 3992,73992,1892
County 3993,73993,1893
County 3994,73994,1894
County 3995,73995,1895
County 3996,73996,1896
County 3997,73997,1897
County 3998,73998,1898
County 3999,73999,1899
